climate_variable,avg_sig_corr,max_sig_corr,sig_corr_count,sig_corr_ratio(%)
climate_risk_drought_max_7d_thresh_mag_lag_30d,0.533,0.551,7,0.317
climate_risk_unseasonably_cold_max_14d_log1p_lag_30d,0.533,0.546,3,0.175
climate_risk_unseasonably_cold_max_30d_log1p_lag_30d,0.529,0.589,4,0.224
climate_risk_heat_stress_max_14d_log1p_lag_30d,0.529,0.536,3,0.188
climate_risk_heat_stress_ma_14d_ssqrt_lag_30d,0.528,0.556,4,0.25
climate_risk_excess_precip_max_30d_sin_lag_30d,0.528,0.561,16,0.713
climate_risk_excess_precip_ma_14d_ssqrt_lag_30d,0.527,0.575,11,0.49
climate_risk_excess_precip_max_30d_log1p_lag_30d,0.526,0.548,14,0.624
climate_risk_drought_ma_30d_thresh_mag_lag_30d,0.526,0.564,9,0.456
climate_risk_excess_precip_ma_14d_log1p_lag_30d,0.526,0.557,13,0.579
climate_risk_heat_stress_max_30d_cos_lag_30d,0.525,0.552,3,0.18
climate_risk_drought_ma_14d_thresh_mag_lag_30d,0.525,0.538,2,0.094
climate_risk_excess_precip_ma_14d_sin_lag_30d,0.524,0.555,13,0.579
climate_risk_excess_precip_max_30d_thresh_mag_lag_30d,0.524,0.524,1,0.045
climate_risk_coldwave_ma_7d_ssqrt_lag_30d,0.523,0.546,2,0.108
climate_risk_drought_ma_7d_sin_lag_30d,0.523,0.537,6,0.267
climate_risk_heat_stress_ma_14d_log1p_lag_30d,0.523,0.543,3,0.188
climate_risk_drought_max_7d_sin_lag_30d,0.522,0.541,2,0.089
climate_risk_excess_precip_ma_30d_cos_lag_30d,0.522,0.556,9,0.401
climate_risk_drought_max_7d_log1p_lag_30d,0.521,0.525,6,0.267
climate_risk_drought_ma_7d_tangent_lag_30d,0.521,0.553,6,0.267
climate_risk_unseasonably_cold_max_30d_sin_lag_30d,0.521,0.541,6,0.336
climate_risk_unseasonably_cold_ma_30d_ssqrt_lag_30d,0.521,0.521,1,0.056
climate_risk_unseasonably_cold_max_30d_cos_lag_30d,0.519,0.553,3,0.168
climate_risk_excess_precip_max_30d_ssqrt_lag_30d,0.518,0.555,8,0.357
climate_risk_heat_stress_max_14d_ssqrt_lag_30d,0.518,0.518,2,0.125
climate_risk_heat_stress_ma_14d_sin_lag_30d,0.518,0.54,3,0.188
climate_risk_excess_precip_max_14d_ssqrt_lag_30d,0.517,0.533,2,0.089
climate_risk_drought_ma_7d_thresh_mag_lag_30d,0.516,0.535,4,0.185
climate_risk_unseasonably_cold_ma_30d_cos_lag_30d,0.516,0.516,1,0.056
climate_risk_drought_ma_7d_log1p_lag_30d,0.514,0.536,7,0.312
climate_risk_excess_precip_ma_7d_ssqrt_lag_30d,0.514,0.514,1,0.045
climate_risk_drought_ma_7d_ssqrt_lag_30d,0.513,0.518,4,0.178
climate_risk_excess_precip_max_30d_cos_lag_30d,0.513,0.523,5,0.223
climate_risk_excess_precip_ma_7d_log1p_lag_30d,0.51,0.51,1,0.045
climate_risk_unseasonably_cold_max_30d_tangent_lag_30d,0.51,0.51,1,0.056
climate_risk_excess_precip_ma_7d_sin_lag_30d,0.509,0.509,1,0.045
climate_risk_excess_precip_max_14d_log1p_lag_30d,0.506,0.515,3,0.134
climate_risk_excess_precip_max_14d_sin_lag_30d,0.505,0.51,5,0.223
climate_risk_heat_stress_max_30d_ssqrt_lag_30d,0.504,0.509,4,0.24
climate_risk_drought_max_7d_ssqrt_lag_30d,0.501,0.502,2,0.089
climate_risk_excess_precip_max_240d_above_3_std_lag_30d,0.66,0.894,50,2.228
climate_risk_heat_stress_ma_60d_above_3_std_lag_30d,0.602,0.678,5,0.98
climate_risk_heat_stress_ma_30d_above_3_std_lag_30d,0.593,0.603,2,0.336
climate_risk_drought_max_240d_above_3_std_lag_30d,0.586,0.653,42,1.872
climate_risk_drought_score_country_std_cos_above_2_std_lag_30d,0.572,0.59,2,0.089
climate_risk_drought_ma_90d_above_3_std_lag_30d,0.57,0.718,21,1.103
climate_risk_drought_ma_120d_above_3_std_lag_30d,0.562,0.718,16,0.848
climate_risk_excess_precip_max_120d_above_3_std_lag_30d,0.562,0.661,3,0.134
climate_risk_drought_weighted_score_country_sum_thresh_mag_above_2_std_lag_30d,0.561,0.561,1,0.088
climate_risk_heat_stress_max_90d_above_3_std_lag_30d,0.561,0.618,27,2.336
climate_risk_heat_stress_ma_90d_above_3_std_lag_30d,0.559,0.559,1,0.203
climate_risk_drought_ma_60d_above_3_std_lag_30d,0.557,0.66,25,1.29
climate_risk_drought_max_90d_above_3_std_lag_30d,0.556,0.589,3,0.136
climate_risk_drought_ma_240d_above_3_std_lag_30d,0.554,0.671,18,0.905
climate_risk_drought_score_country_std_ssqrt_above_2_std_lag_30d,0.55,0.55,1,0.045
climate_risk_coldwave_score_country_std_ssqrt_above_2_std_lag_30d,0.549,0.549,1,0.073
climate_risk_excess_precip_score_country_mean_sin_above_2_std_lag_30d,0.547,0.584,4,0.178
climate_risk_excess_precip_weighted_score_country_sum_ssqrt_above_2_std_lag_30d,0.545,0.58,7,0.312
climate_risk_excess_precip_score_country_mean_log1p_above_2_std_lag_30d,0.542,0.584,4,0.178
climate_risk_excess_precip_score_country_std_cos_above_2_std_lag_30d,0.542,0.57,3,0.134
climate_risk_excess_precip_weighted_score_country_sum_cos_above_2_std_lag_30d,0.54,0.61,15,0.668
climate_risk_drought_ma_30d_above_3_std_lag_30d,0.54,0.58,8,0.399
climate_risk_excess_precip_weighted_score_country_sum_sin_above_2_std_lag_30d,0.539,0.56,7,0.314
climate_risk_excess_precip_weighted_score_country_sum_log1p_above_2_std_lag_30d,0.538,0.568,10,0.449
climate_risk_drought_score_country_max_thresh_mag_above_2_std_lag_30d,0.538,0.549,2,0.103
climate_risk_drought_max_120d_above_3_std_lag_30d,0.537,0.558,3,0.135
climate_risk_excess_precip_score_country_mean_cos_above_2_std_lag_30d,0.537,0.559,3,0.134
climate_risk_unseasonably_cold_score_country_mean_cos_above_2_std_lag_30d,0.535,0.564,5,0.31
climate_risk_coldwave_score_country_max_cos_above_2_std_lag_30d,0.535,0.535,1,0.056
climate_risk_unseasonably_cold_score_country_std_ssqrt_above_2_std_lag_30d,0.533,0.533,1,0.077
climate_risk_drought_weighted_score_country_sum_cos_above_2_std_lag_30d,0.531,0.577,12,0.535
climate_risk_heat_stress_max_120d_above_3_std_lag_30d,0.529,0.557,15,1.192
climate_risk_drought_score_country_mean_cos_above_2_std_lag_30d,0.527,0.564,22,0.98
climate_risk_drought_score_country_std_log1p_above_2_std_lag_30d,0.524,0.541,2,0.089
climate_risk_coldwave_score_country_std_log1p_above_2_std_lag_30d,0.524,0.524,1,0.076
climate_risk_drought_score_country_std_tangent_above_2_std_lag_30d,0.523,0.534,2,0.09
climate_risk_excess_precip_score_country_max_thresh_mag_above_2_std_lag_30d,0.522,0.541,2,0.092
climate_risk_coldwave_score_country_max_ssqrt_above_2_std_lag_30d,0.521,0.521,1,0.082
climate_risk_drought_weighted_score_country_sum_ssqrt_above_2_std_lag_30d,0.521,0.554,8,0.368
climate_risk_drought_score_country_mean_sin_above_2_std_lag_30d,0.521,0.544,11,0.506
climate_risk_excess_precip_score_country_max_cos_above_2_std_lag_30d,0.52,0.525,2,0.089
climate_risk_unseasonably_cold_score_country_std_cos_above_2_std_lag_30d,0.519,0.549,6,0.372
climate_risk_drought_score_country_mean_log1p_above_2_std_lag_30d,0.519,0.543,10,0.46
climate_risk_coldwave_score_country_max_sin_above_2_std_lag_30d,0.518,0.518,1,0.075
climate_risk_drought_score_country_mean_ssqrt_above_2_std_lag_30d,0.517,0.534,6,0.267
climate_risk_drought_score_country_max_log1p_above_2_std_lag_30d,0.517,0.528,7,0.312
climate_risk_drought_score_country_std_sin_above_2_std_lag_30d,0.516,0.528,2,0.089
climate_risk_drought_weighted_score_country_sum_log1p_above_2_std_lag_30d,0.515,0.524,7,0.349
climate_risk_excess_precip_score_country_mean_ssqrt_above_2_std_lag_30d,0.514,0.542,5,0.223
climate_risk_excess_precip_ma_240d_above_3_std_lag_30d,0.514,0.514,1,0.045
climate_risk_drought_score_country_max_sin_above_2_std_lag_30d,0.514,0.527,6,0.267
climate_risk_unseasonably_cold_score_country_max_sin_above_2_std_lag_30d,0.513,0.513,1,0.074
climate_risk_excess_precip_ma_90d_above_3_std_lag_30d,0.513,0.518,2,0.096
climate_risk_drought_score_country_max_ssqrt_above_2_std_lag_30d,0.512,0.518,3,0.134
climate_risk_heat_stress_max_60d_above_3_std_lag_30d,0.512,0.522,7,0.633
climate_risk_unseasonably_cold_weighted_score_country_sum_cos_above_2_std_lag_30d,0.511,0.519,5,0.31
climate_risk_heat_stress_max_30d_above_3_std_lag_30d,0.511,0.511,1,0.092
climate_risk_heat_stress_weighted_score_country_sum_cos_above_2_std_lag_30d,0.511,0.522,3,0.203
climate_risk_excess_precip_score_country_std_tangent_above_2_std_lag_30d,0.51,0.51,1,0.045
climate_risk_drought_weighted_score_country_sum_sin_above_2_std_lag_30d,0.509,0.515,6,0.299
climate_risk_coldwave_score_country_std_cos_above_2_std_lag_30d,0.509,0.509,1,0.055
climate_risk_heat_stress_weighted_score_country_sum_sin_above_2_std_lag_30d,0.506,0.506,1,0.101
climate_risk_heat_stress_weighted_score_country_sum_log1p_above_2_std_lag_30d,0.506,0.513,2,0.203
climate_risk_excess_precip_score_country_max_ssqrt_lag_7d,0.563,0.635,3,0.134
climate_risk_excess_precip_score_country_max_tangent_lag_7d,0.561,0.561,1,0.045
climate_risk_drought_ma_7d_above_1_std_lag_7d,0.56,0.6,13,0.579
climate_risk_excess_precip_score_country_std_log1p_lag_7d,0.559,0.576,4,0.178
climate_risk_excess_precip_score_country_std_sin_lag_7d,0.559,0.581,4,0.178
climate_risk_unseasonably_cold_score_country_max_tangent_lag_7d,0.557,0.588,3,0.19
climate_risk_unseasonably_cold_score_country_max_sin_lag_7d,0.557,0.587,3,0.19
climate_risk_excess_precip_score_country_max_sin_lag_7d,0.557,0.614,3,0.134
climate_risk_unseasonably_cold_score_country_max_log1p_lag_7d,0.555,0.585,3,0.19
climate_risk_unseasonably_cold_score_country_std_sin_lag_7d,0.555,0.585,3,0.19
climate_risk_unseasonably_cold_score_country_std_tangent_lag_7d,0.555,0.585,3,0.19
climate_risk_drought_weighted_score_country_sum_sin_lag_7d,0.554,0.611,23,1.025
climate_risk_unseasonably_cold_score_country_max_cos_lag_7d,0.554,0.586,3,0.19
climate_risk_excess_precip_score_country_max_log1p_lag_7d,0.553,0.617,4,0.178
climate_risk_unseasonably_cold_score_country_std_log1p_lag_7d,0.553,0.584,3,0.19
climate_risk_excess_precip_score_country_std_tangent_lag_7d,0.553,0.573,4,0.178
climate_risk_drought_weighted_score_country_sum_tangent_lag_7d,0.551,0.604,8,0.357
climate_risk_unseasonably_cold_score_country_std_cos_lag_7d,0.55,0.582,3,0.19
climate_risk_excess_precip_score_country_max_thresh_mag_lag_7d,0.55,0.578,2,0.089
climate_risk_unseasonably_cold_score_country_max_ssqrt_lag_7d,0.55,0.561,2,0.127
climate_risk_drought_weighted_score_country_sum_log1p_lag_7d,0.549,0.613,23,1.025
climate_risk_drought_score_country_mean_sin_lag_7d,0.549,0.586,21,0.936
climate_risk_unseasonably_cold_score_country_mean_ssqrt_lag_7d,0.548,0.56,2,0.127
climate_risk_heat_stress_score_country_mean_ssqrt_lag_7d,0.548,0.556,2,0.137
climate_risk_unseasonably_cold_score_country_std_ssqrt_lag_7d,0.547,0.558,2,0.127
climate_risk_excess_precip_weighted_score_country_sum_ssqrt_lag_7d,0.547,0.614,6,0.267
climate_risk_excess_precip_score_country_std_ssqrt_lag_7d,0.546,0.598,4,0.178
climate_risk_excess_precip_weighted_score_country_sum_log1p_lag_7d,0.543,0.577,9,0.401
climate_risk_unseasonably_cold_score_country_mean_log1p_lag_7d,0.543,0.575,3,0.19
climate_risk_unseasonably_cold_score_country_mean_sin_lag_7d,0.542,0.574,3,0.19
climate_risk_drought_weighted_score_country_sum_ssqrt_lag_7d,0.542,0.607,21,0.936
climate_risk_drought_weighted_score_country_sum_cos_lag_7d,0.541,0.613,15,0.668
climate_risk_unseasonably_cold_score_country_mean_tangent_lag_7d,0.541,0.574,3,0.19
climate_risk_excess_precip_score_country_mean_cos_lag_7d,0.54,0.617,5,0.223
climate_risk_excess_precip_weighted_score_country_sum_sin_lag_7d,0.54,0.584,10,0.446
climate_risk_heat_stress_weighted_score_country_sum_ssqrt_lag_7d,0.54,0.56,3,0.205
climate_risk_heat_stress_score_country_mean_log1p_lag_7d,0.539,0.566,3,0.205
climate_risk_excess_precip_score_country_mean_tangent_lag_7d,0.539,0.591,7,0.312
climate_risk_heat_stress_score_country_max_cos_lag_7d,0.539,0.543,2,0.137
climate_risk_drought_score_country_mean_log1p_lag_7d,0.538,0.588,24,1.07
climate_risk_excess_precip_weighted_score_country_sum_tangent_lag_7d,0.538,0.585,9,0.401
climate_risk_drought_score_country_mean_ssqrt_lag_7d,0.538,0.584,19,0.847
climate_risk_heat_stress_weighted_score_country_sum_log1p_lag_7d,0.537,0.571,4,0.274
climate_risk_excess_precip_score_country_mean_ssqrt_lag_7d,0.536,0.629,10,0.446
climate_risk_excess_precip_weighted_score_country_sum_cos_lag_7d,0.535,0.585,7,0.312
climate_risk_heat_stress_weighted_score_country_sum_sin_lag_7d,0.534,0.572,4,0.274
climate_risk_excess_precip_score_country_max_cos_lag_7d,0.534,0.536,4,0.178
climate_risk_drought_score_country_max_log1p_lag_7d,0.532,0.6,12,0.535
climate_risk_excess_precip_score_country_std_cos_lag_7d,0.531,0.555,5,0.223
climate_risk_heat_stress_weighted_score_country_sum_cos_lag_7d,0.531,0.538,2,0.137
climate_risk_heat_stress_score_country_std_ssqrt_lag_7d,0.531,0.531,1,0.068
climate_risk_heat_stress_score_country_mean_sin_lag_7d,0.531,0.54,2,0.137
climate_risk_excess_precip_score_country_mean_sin_lag_7d,0.53,0.594,13,0.579
climate_risk_excess_precip_score_country_mean_log1p_lag_7d,0.529,0.6,14,0.624
climate_risk_drought_score_country_mean_tangent_lag_7d,0.529,0.566,16,0.713
climate_risk_drought_score_country_mean_cos_lag_7d,0.528,0.569,24,1.07
climate_risk_heat_stress_score_country_mean_cos_lag_7d,0.528,0.549,3,0.205
climate_risk_drought_score_country_max_tangent_lag_7d,0.527,0.545,2,0.089
climate_risk_drought_score_country_max_ssqrt_lag_7d,0.525,0.58,11,0.49
climate_risk_drought_score_country_max_sin_lag_7d,0.524,0.602,13,0.579
climate_risk_unseasonably_cold_score_country_mean_cos_lag_7d,0.523,0.538,2,0.127
climate_risk_drought_score_country_max_cos_lag_7d,0.522,0.566,15,0.668
climate_risk_drought_score_above_1_std_lag_7d,0.522,0.522,1,0.045
climate_risk_coldwave_weighted_score_country_sum_ssqrt_lag_7d,0.521,0.534,5,0.288
climate_risk_heat_stress_score_country_max_ssqrt_lag_7d,0.52,0.52,1,0.068
climate_risk_coldwave_score_country_mean_ssqrt_lag_7d,0.517,0.531,5,0.288
climate_risk_coldwave_score_country_std_ssqrt_lag_7d,0.515,0.52,3,0.173
climate_risk_drought_score_country_max_thresh_mag_lag_7d,0.515,0.526,3,0.136
climate_risk_unseasonably_cold_weighted_score_country_sum_ssqrt_lag_7d,0.513,0.513,1,0.063
climate_risk_coldwave_score_country_max_ssqrt_lag_7d,0.512,0.518,3,0.173
climate_risk_heat_stress_weighted_score_country_sum_tangent_lag_7d,0.511,0.511,1,0.068
climate_risk_heat_stress_score_country_mean_thresh_mag_lag_7d,0.508,0.514,2,0.735
climate_risk_heat_stress_score_country_max_thresh_mag_lag_7d,0.508,0.512,2,0.231
climate_risk_unseasonably_cold_weighted_score_country_sum_log1p_lag_7d,0.506,0.506,1,0.063
climate_risk_drought_score_country_std_ssqrt_lag_7d,0.502,0.504,2,0.089
climate_risk_heat_stress_score_country_max_sin_lag_7d,0.502,0.502,1,0.068
climate_risk_unseasonably_cold_weighted_score_country_sum_sin_lag_7d,0.501,0.501,1,0.063
climate_risk_excess_precip_max_240d_ssqrt_above_3_std_lag_7d,0.626,0.769,52,2.317
climate_risk_excess_precip_max_240d_log1p_above_3_std_lag_7d,0.621,0.771,53,2.362
climate_risk_drought_ma_240d_cos_above_3_std_lag_7d,0.583,0.715,54,2.406
climate_risk_excess_precip_score_country_mean_sin_above_3_std_lag_7d,0.581,0.581,1,0.05
climate_risk_excess_precip_score_country_mean_log1p_above_3_std_lag_7d,0.581,0.581,1,0.05
climate_risk_drought_ma_240d_ssqrt_above_3_std_lag_7d,0.563,0.69,41,1.827
climate_risk_drought_ma_240d_sin_above_3_std_lag_7d,0.558,0.705,23,1.065
climate_risk_drought_ma_240d_tangent_above_3_std_lag_7d,0.555,0.607,5,0.452
climate_risk_excess_precip_ma_240d_cos_above_3_std_lag_7d,0.552,0.604,30,1.337
climate_risk_unseasonably_cold_score_country_std_cos_above_3_std_lag_7d,0.55,0.582,3,0.19
climate_risk_excess_precip_ma_240d_ssqrt_above_3_std_lag_7d,0.548,0.618,32,1.426
climate_risk_excess_precip_score_country_mean_ssqrt_above_3_std_lag_7d,0.545,0.588,2,0.094
climate_risk_heat_stress_score_country_mean_log1p_above_3_std_lag_7d,0.544,0.553,2,0.318
climate_risk_heat_stress_score_country_mean_ssqrt_above_3_std_lag_7d,0.543,0.551,2,0.267
climate_risk_excess_precip_score_country_mean_cos_above_3_std_lag_7d,0.54,0.617,5,0.223
climate_risk_drought_max_240d_log1p_above_3_std_lag_7d,0.54,0.608,19,0.847
climate_risk_drought_max_240d_ssqrt_above_3_std_lag_7d,0.537,0.606,24,1.07
climate_risk_heat_stress_score_country_mean_cos_above_3_std_lag_7d,0.531,0.54,2,0.137
climate_risk_excess_precip_max_240d_sin_above_3_std_lag_7d,0.529,0.583,10,0.446
climate_risk_drought_ma_240d_log1p_above_3_std_lag_7d,0.529,0.577,26,1.176
climate_risk_heat_stress_score_country_mean_sin_above_3_std_lag_7d,0.524,0.534,2,0.318
climate_risk_unseasonably_cold_score_country_mean_cos_above_3_std_lag_7d,0.523,0.538,2,0.127
climate_risk_coldwave_ma_120d_cos_above_3_std_lag_7d,0.52,0.572,8,0.383
climate_risk_drought_max_240d_sin_above_3_std_lag_7d,0.517,0.531,2,0.089
climate_risk_coldwave_ma_240d_cos_above_3_std_lag_7d,0.513,0.519,3,0.137
climate_risk_heat_stress_score_country_max_thresh_mag_above_3_std_lag_7d,0.508,0.512,2,0.231
climate_risk_heat_stress_score_country_mean_thresh_mag_above_3_std_lag_7d,0.508,0.514,2,0.735
climate_risk_unseasonably_cold_ma_240d_cos_above_3_std_lag_7d,0.502,0.502,1,0.046
climate_risk_coldwave_max_14d_lag_30d,0.624,0.681,2,0.108
climate_risk_unseasonably_cold_ma_240d_lag_30d,0.624,0.719,4,0.184
climate_risk_excess_precip_max_240d_lag_30d,0.616,0.791,44,1.961
climate_risk_drought_ma_60d_lag_30d,0.612,0.8,59,2.629
climate_risk_drought_ma_90d_lag_30d,0.607,0.793,56,2.496
climate_risk_heat_stress_ma_60d_lag_30d,0.601,0.727,9,0.509
climate_risk_drought_max_14d_lag_30d,0.591,0.689,19,0.847
climate_risk_drought_ma_240d_lag_30d,0.587,0.74,49,2.184
climate_risk_drought_ma_120d_lag_30d,0.585,0.801,66,2.941
climate_risk_coldwave_ma_30d_lag_30d,0.582,0.716,14,0.71
climate_risk_coldwave_ma_14d_lag_30d,0.581,0.627,2,0.108
climate_risk_drought_ma_30d_lag_30d,0.581,0.769,51,2.273
climate_risk_drought_max_30d_lag_30d,0.581,0.709,19,0.847
climate_risk_coldwave_ma_240d_lag_30d,0.581,0.708,10,0.456
climate_risk_coldwave_max_120d_lag_30d,0.58,0.73,10,0.482
climate_risk_coldwave_max_30d_lag_30d,0.577,0.707,20,1.014
climate_risk_unseasonably_cold_ma_14d_lag_30d,0.577,0.577,1,0.058
climate_risk_drought_ma_14d_lag_30d,0.576,0.657,23,1.025
climate_risk_coldwave_max_240d_lag_30d,0.574,0.73,8,0.365
climate_risk_heat_stress_ma_90d_lag_30d,0.572,0.692,12,0.654
climate_risk_coldwave_max_60d_lag_30d,0.571,0.722,44,2.175
climate_risk_heat_stress_ma_30d_lag_30d,0.571,0.654,7,0.42
climate_risk_heat_stress_ma_120d_lag_30d,0.571,0.608,8,0.416
climate_risk_unseasonably_cold_max_240d_lag_30d,0.568,0.569,2,0.092
climate_risk_coldwave_max_90d_lag_30d,0.568,0.73,31,1.507
climate_risk_coldwave_ma_120d_lag_30d,0.563,0.696,10,0.482
climate_risk_coldwave_ma_7d_lag_30d,0.563,0.563,1,0.054
climate_risk_coldwave_max_7d_lag_30d,0.563,0.602,2,0.108
climate_risk_excess_precip_ma_90d_lag_30d,0.562,0.672,44,1.961
climate_risk_coldwave_ma_60d_lag_30d,0.562,0.707,24,1.186
climate_risk_excess_precip_ma_60d_lag_30d,0.56,0.665,42,1.872
climate_risk_drought_max_60d_lag_30d,0.555,0.627,17,0.758
climate_risk_drought_score_country_std_lag_30d,0.552,0.596,3,0.134
climate_risk_excess_precip_ma_120d_lag_30d,0.551,0.636,63,2.807
climate_risk_coldwave_ma_90d_lag_30d,0.549,0.696,16,0.778
climate_risk_excess_precip_ma_240d_lag_30d,0.548,0.66,88,3.922
climate_risk_excess_precip_score_country_std_lag_30d,0.547,0.591,4,0.178
climate_risk_drought_weighted_score_country_sum_cos_above_3_std_lag_14d,0.547,0.581,20,0.891
climate_risk_excess_precip_weighted_score_country_sum_lag_30d,0.546,0.606,16,0.713
climate_risk_unseasonably_cold_score_country_mean_lag_30d,0.545,0.577,8,0.495
climate_risk_unseasonably_cold_score_country_std_lag_30d,0.542,0.571,9,0.557
climate_risk_unseasonably_cold_max_120d_lag_30d,0.541,0.574,5,0.251
climate_risk_excess_precip_ma_30d_lag_30d,0.541,0.626,27,1.203
climate_risk_excess_precip_max_90d_lag_30d,0.54,0.572,13,0.579
climate_risk_unseasonably_cold_ma_30d_lag_30d,0.54,0.54,1,0.056
climate_risk_unseasonably_cold_score_country_max_lag_30d,0.54,0.563,8,0.495
climate_risk_coldwave_score_country_max_lag_30d,0.538,0.538,1,0.055
climate_risk_coldwave_score_country_std_lag_30d,0.538,0.575,2,0.111
climate_risk_drought_max_240d_lag_30d,0.536,0.624,20,0.891
climate_risk_excess_precip_score_country_mean_lag_30d,0.536,0.59,9,0.401
climate_risk_drought_max_7d_lag_30d,0.533,0.552,8,0.357
climate_risk_drought_score_country_max_lag_30d,0.532,0.607,10,0.446
climate_risk_excess_precip_max_60d_lag_30d,0.532,0.603,18,0.802
climate_risk_heat_stress_ma_240d_lag_30d,0.532,0.572,8,0.368
climate_risk_unseasonably_cold_max_30d_lag_30d,0.532,0.578,3,0.168
climate_risk_heat_stress_max_14d_lag_30d,0.531,0.554,6,0.375
climate_risk_unseasonably_cold_max_14d_lag_30d,0.531,0.542,2,0.116
climate_risk_drought_weighted_score_country_sum_lag_30d,0.531,0.578,16,0.713
climate_risk_excess_precip_max_120d_lag_30d,0.529,0.601,26,1.159
climate_risk_excess_precip_score_country_max_lag_30d,0.529,0.559,5,0.223
climate_risk_drought_score_country_mean_lag_30d,0.528,0.59,19,0.847
climate_risk_heat_stress_ma_14d_lag_30d,0.528,0.528,1,0.063
climate_risk_unseasonably_cold_weighted_score_country_sum_lag_30d,0.526,0.542,9,0.557
climate_risk_drought_max_120d_lag_30d,0.526,0.602,13,0.579
climate_risk_drought_max_90d_lag_30d,0.525,0.571,16,0.713
climate_risk_excess_precip_max_30d_lag_30d,0.522,0.54,9,0.401
climate_risk_drought_ma_7d_lag_30d,0.522,0.546,8,0.357
climate_risk_unseasonably_cold_ma_90d_lag_30d,0.522,0.559,9,0.46
climate_risk_excess_precip_ma_14d_lag_30d,0.519,0.549,11,0.49
climate_risk_unseasonably_cold_ma_60d_lag_30d,0.518,0.543,7,0.368
climate_risk_unseasonably_cold_max_90d_lag_30d,0.518,0.529,4,0.205
climate_risk_heat_stress_max_120d_lag_30d,0.517,0.524,5,0.26
climate_risk_heat_stress_max_30d_lag_30d,0.516,0.516,1,0.06
climate_risk_heat_stress_score_country_mean_lag_30d,0.515,0.518,2,0.135
climate_risk_unseasonably_cold_ma_120d_lag_30d,0.514,0.539,5,0.251
climate_risk_heat_stress_weighted_score_country_sum_lag_30d,0.514,0.515,2,0.135
climate_risk_heat_stress_max_240d_lag_30d,0.513,0.56,14,0.643
climate_risk_heat_stress_max_90d_lag_30d,0.512,0.531,7,0.381
climate_risk_unseasonably_cold_max_60d_lag_30d,0.51,0.518,2,0.105
climate_risk_drought_weighted_score_country_sum_thresh_mag_above_3_std_lag_14d,0.507,0.51,2,0.173
climate_risk_heat_stress_max_60d_lag_30d,0.506,0.515,4,0.226
climate_risk_excess_precip_ma_7d_lag_30d,0.505,0.505,1,0.045
climate_risk_excess_precip_max_14d_lag_30d,0.5,0.5,1,0.045
